gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,has_refunded,has_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
Male,"(25, 35]",Yes,0,36.315979,-119.710852,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,No,Yes,20.2,975.5,Churned
Female,"(55, 65]",No,0,38.384648,-121.578701,0,9,Offer E,Yes,9.27,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,No,No,83.43,717.28,Stayed
Female,"(65, 100]",Yes,0,33.716136,-117.752574,1,6,Offer E,Yes,28.71,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,No,No,172.26,647.16,Churned
Female,"(45, 55]",Yes,1+,37.070177,-122.010077,2+,69,Offer A,Yes,38.92,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,No,Yes,2685.48,8574.08,Stayed
Female,"(65, 100]",No,0,37.713152,-121.08739,0,66,Offer A,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,No,No,689.7,7161.55,Stayed
Female,"(25, 35]",No,0,40.965011,-124.015255,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,No,No,714.7,8842.3,Churned
Male,"(55, 65]",No,0,37.454924,-122.203168,0,25,Offer C,Yes,5.57,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.3,676.35,No,No,139.25,815.6,Churned
Female,"(45, 55]",Yes,1+,33.721917,-118.043237,1,46,Offer B,Yes,24.33,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,864.2,No,No,1119.18,1983.38,Stayed
Female,"(55, 65]",Yes,0,33.982787,-117.057627,2+,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,No,No,615.6,6665.1,Stayed
Female,"(45, 55]",No,0,37.691561,-122.445202,0,15,Offer D,Yes,22.39,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,No,No,335.85,1918.6,Churned
Female,"(45, 55]",Yes,1+,38.787446,-122.58675,0,12,Offer D,Yes,8.25,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,198.1,No,No,99.0,297.1,Stayed
Female,"(45, 55]",No,0,37.858898,-122.240512,0,22,Offer D,No,25.584371102988605,No,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,No,No,0.0,1098.85,Stayed
Female,"(18, 25]",Yes,0,35.637715,-119.893068,2+,70,Offer A,No,25.584371102988605,Yes,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,Yes,No,0.0,4038.29,Stayed
Male,"(45, 55]",No,0,33.766476,-117.969795,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,No,Yes,741.9,3310.5,Stayed
Male,"(18, 25]",Yes,1+,33.752938,-116.230055,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,Yes,No,2012.14,9108.9,Stayed
Male,"(25, 35]",Yes,0,34.156629,-119.117218,2+,30,Offer C,Yes,9.81,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,576.65,No,No,294.3,870.95,Stayed
Male,"(25, 35]",Yes,0,32.85723,-117.209774,2+,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,No,No,115.08,486.98,Churned
Male,"(55, 65]",No,0,33.141265,-116.967221,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,No,No,28.28,195.58,Churned
Male,"(18, 25]",No,1+,33.923149,-117.244933,0,10,Offer D,Yes,7.86,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.95,219.5,No,No,78.6,298.1,Stayed
Male,"(65, 100]",No,0,33.990646,-117.663025,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,No,No,145.6,419.0,Stayed
Male,"(65, 100]",No,0,38.53508,-121.444144,0,52,Offer B,No,25.584371102988605,Yes,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,No,No,0.0,2555.05,Stayed
Male,"(18, 25]",No,0,32.825086,-117.199424,0,5,Offer E,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,No,No,110.05,333.2,Churned
Male,"(25, 35]",Yes,1+,37.474396,-120.875917,1,8,Offer E,Yes,2.87,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,165.5,No,No,22.96,188.46,Stayed
Male,"(35, 45]",No,0,37.160194,-121.945611,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,No,No,225.15,1369.75,Stayed
Male,"(45, 55]",No,0,36.917652,-119.593757,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,No,No,263.52,5171.77,Stayed
Male,"(65, 100]",Yes,0,40.648024,-123.465088,2+,63,Offer B,No,25.584371102988605,Yes,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,No,No,0.0,2298.9,Stayed
Male,"(35, 45]",Yes,0,34.153733,-118.593408,1,66,Offer A,No,25.584371102988605,Yes,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,No,No,0.0,3789.2,Stayed
Male,"(18, 25]",No,0,33.507255,-117.029473,0,1,Offer E,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,No,No,44.56,120.46,Churned
Female,"(18, 25]",No,0,37.361987,-120.748394,0,60,Offer B,Yes,15.29,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765.0,No,No,917.4,5682.4,Stayed
Female,"(35, 45]",Yes,1+,36.185471,-119.375243,2+,48,Offer B,No,25.584371102988605,Yes,Yes,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,No,No,0.0,2196.3,Stayed
Female,"(35, 45]",No,0,34.631362,-120.238218,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,No,No,33.34,118.89,Churned
Male,"(45, 55]",No,0,34.557711,-118.029441,0,15,Offer D,Yes,48.93,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,No,No,733.95,2178.6,Churned
Female,"(55, 65]",Yes,0,33.744439,-117.98588,2+,50,Offer B,Yes,34.57,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,No,No,1728.5,7134.3,Stayed
Male,"(18, 25]",Yes,1+,38.672638,-121.147403,2+,72,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,No,No,2430.0,8769.3,Stayed
Female,"(35, 45]",No,0,37.787186,-122.14633,0,46,Offer B,Yes,43.27,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,No,Yes,1990.42,5938.02,Stayed
Female,"(25, 35]",Yes,1+,37.99272,-122.575026,2+,72,Offer A,Yes,30.0,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,No,No,2160.0,8893.0,Stayed
Female,"(65, 100]",No,0,33.429488,-117.609432,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,No,No,172.19,6313.04,Stayed
Female,"(35, 45]",Yes,1+,34.076259,-118.310715,2+,48,Offer B,Yes,8.94,Yes,Yes,DSL,27.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,No,No,429.12,4299.42,Stayed
Female,"(18, 25]",No,0,33.940884,-118.128628,0,72,Offer A,Yes,41.91,No,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,No,No,3017.52,10641.72,Stayed
Male,"(55, 65]",Yes,0,38.377165,-123.037957,2+,52,Offer B,Yes,41.34,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,No,No,2149.68,6504.13,Stayed
Female,"(35, 45]",Yes,1+,39.461768,-121.195825,1,67,Offer A,Yes,46.9,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,No,No,3142.3,6574.05,Stayed
Female,"(55, 65]",Yes,0,34.702766,-116.093376,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,No,No,471.8,2698.9,Churned
Female,"(25, 35]",Yes,1+,37.348129,-121.98469,2+,32,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,No,No,1064.96,3110.51,Stayed
Female,"(65, 100]",Yes,0,33.828289,-117.201666,2+,27,Offer C,Yes,7.02,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,No,No,189.54,2118.89,Churned
Male,"(18, 25]",No,0,32.85723,-117.209774,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,No,No,80.86,262.36,Churned
Female,"(45, 55]",No,1+,34.102119,-117.815532,0,9,Offer E,Yes,35.49,No,Yes,Cable,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,No,No,319.41,970.81,Churned
Male,"(45, 55]",Yes,1+,38.724322,-120.991237,2+,50,Offer B,Yes,44.49,Yes,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,No,No,2224.5,5711.15,Stayed
Female,"(35, 45]",Yes,1+,39.745805,-120.580882,1,71,Offer A,Yes,31.03,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1389.6,No,No,2203.13,3592.73,Stayed
Male,"(65, 100]",Yes,0,32.85723,-117.209774,2+,32,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,No,No,1514.88,3818.23,Churned
Female,"(55, 65]",Yes,1+,38.815515,-120.916997,2+,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,No,No,436.32,1959.02,Stayed
Female,"(35, 45]",Yes,1+,33.119028,-117.166036,2+,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,No,No,1191.93,7909.83,Stayed
Male,"(35, 45]",Yes,1+,34.601055,-120.382917,1,72,Offer A,Yes,15.94,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,No,No,1147.68,9206.23,Stayed
Female,"(35, 45]",No,0,38.803731,-121.043799,0,3,Offer E,Yes,24.63,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,58.85,No,No,73.89,132.74,Churned
Male,"(18, 25]",Yes,1+,37.802071,-122.411004,1,23,Offer D,Yes,48.02,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.35,538.5,No,No,1104.46,1642.96,Stayed
Male,"(55, 65]",Yes,1+,34.266389,-118.459744,1,72,Offer A,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,Yes,No,2042.64,7119.75,Stayed
Male,"(18, 25]",Yes,1+,33.994524,-118.149953,2+,7,Offer E,No,25.584371102988605,No,Yes,Cable,47.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3.0,465.7,No,No,0.0,465.7,Stayed
Male,"(45, 55]",Yes,1+,33.798266,-118.300237,2+,8,Offer E,Yes,1.56,No,Yes,DSL,57.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,No,No,12.48,487.58,Stayed
Male,"(25, 35]",Yes,1+,37.791998,-122.408653,2+,66,Offer A,No,25.584371102988605,Yes,Yes,Cable,23.0,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,No,Yes,0.0,3474.55,Stayed
Male,"(25, 35]",No,0,33.956445,-118.358634,0,5,Offer E,Yes,34.26,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,113.85,No,No,171.3,285.15,Churned
Male,"(35, 45]",No,1+,34.039224,-118.266293,0,49,Offer B,Yes,44.33,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,No,No,2172.17,7208.47,Churned
Male,"(55, 65]",Yes,0,37.22565,-122.297533,2+,63,Offer B,Yes,38.36,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.95,1234.8,No,No,2416.68,3651.48,Stayed
Female,"(65, 100]",Yes,1+,36.878364,-121.629781,1,12,Offer D,No,25.584371102988605,No,Yes,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,No,No,0.0,355.9,Stayed
Male,"(45, 55]",Yes,1+,36.64545,-118.924982,2+,27,Offer C,Yes,36.19,No,Yes,DSL,53.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,No,No,977.13,2487.43,Stayed
Female,"(55, 65]",No,0,36.622237,-119.521126,0,35,Offer C,Yes,44.81,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,No,No,1568.35,3550.95,Stayed
Female,"(35, 45]",Yes,1+,36.27688,-117.033326,2+,54,Offer B,Yes,4.33,Yes,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,No,No,233.82,4757.87,Stayed
Male,"(55, 65]",No,0,34.031441,-117.936436,0,1,Offer E,Yes,5.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,No,No,5.59,101.04,Churned
Male,"(35, 45]",No,0,36.452211,-119.94575,0,5,Offer E,Yes,13.96,No,Yes,DSL,5.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,No,No,69.8,387.9,Stayed
Male,"(55, 65]",No,0,37.791222,-122.402241,0,19,Offer D,Yes,41.79,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,No,Yes,794.01,2085.86,Stayed
Male,"(25, 35]",Yes,1+,39.657228,-121.37778,1,52,Offer B,No,25.584371102988605,Yes,Yes,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554.0,Yes,No,0.0,2526.99,Stayed
Female,"(55, 65]",Yes,1+,38.493888,-122.777141,2+,72,Offer A,No,25.584371102988605,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,No,No,0.0,4684.3,Stayed
Male,"(45, 55]",No,0,36.977025,-121.952864,0,32,Offer C,Yes,14.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,Yes,No,477.12,1081.84,Stayed
Female,"(45, 55]",Yes,0,32.787836,-117.232376,1,8,Offer E,Yes,16.88,No,Yes,Fiber Optic,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,No,No,135.04,977.94,Churned
Male,"(25, 35]",No,0,34.127621,-117.717863,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,No,Yes,1539.55,4211.35,Stayed
Male,"(25, 35]",No,0,34.182378,-118.262922,0,5,Offer E,Yes,21.01,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.25,86.05,No,No,105.05,191.1,Stayed
Female,"(45, 55]",No,1+,33.876482,-118.284077,0,11,Offer D,No,25.584371102988605,No,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,No,Yes,0.0,502.6,Stayed
Male,"(55, 65]",No,0,33.362575,-117.299644,0,5,Offer E,Yes,31.09,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,No,No,155.45,608.85,Churned
Female,"(55, 65]",No,0,37.721052,-122.413573,0,16,Offer D,Yes,41.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,326.65,No,No,664.16,990.81,Stayed
Male,"(65, 100]",No,0,32.886925,-117.152162,0,71,Offer A,Yes,6.1,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,No,No,433.1,7815.95,Stayed
Female,"(18, 25]",No,0,33.748635,-117.906125,0,11,Offer D,No,25.584371102988605,No,Yes,DSL,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,No,No,0.0,422.6,Stayed
Female,"(55, 65]",Yes,0,37.521708,-120.426843,1,61,Offer B,Yes,49.33,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,No,No,3009.13,9019.18,Churned
Female,"(45, 55]",Yes,0,36.319181,-117.593053,2+,71,Offer A,Yes,23.06,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,No,No,1637.26,7683.36,Stayed
Male,"(55, 65]",No,0,34.183286,-117.221722,0,9,Offer E,Yes,40.74,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,178.8,No,No,366.66,545.46,Stayed
Female,"(55, 65]",No,0,40.057784,-123.679461,0,6,Offer E,Yes,39.16,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,No,No,234.96,549.56,Stayed
Female,"(55, 65]",No,0,33.830099,-118.182239,0,26,Offer C,Yes,38.09,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,No,Yes,990.34,3314.69,Churned
Female,"(25, 35]",No,0,34.141146,-117.655583,0,6,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,No,No,41.88,364.78,Stayed
Male,"(45, 55]",No,0,38.684437,-121.055634,0,11,Offer D,Yes,30.57,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,No,No,336.27,1225.02,Stayed
Male,"(18, 25]",Yes,0,38.488431,-122.752839,1,1,Offer E,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,No,No,43.67,124.22,Churned
Female,"(25, 35]",Yes,0,34.074572,-118.831181,2+,49,Offer B,Yes,2.82,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.15,973.35,No,No,138.18,1111.53,Stayed
Female,"(45, 55]",No,0,36.452211,-119.94575,0,53,Offer B,Yes,43.57,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,No,No,2309.21,7733.46,Stayed
Male,"(25, 35]",Yes,0,34.18454,-119.224666,1,23,Offer D,Yes,37.95,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,No,No,872.85,3204.15,Churned
Male,"(55, 65]",No,0,34.598221,-117.79593,0,2,Offer E,Yes,25.49,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,No,No,50.98,140.48,Churned
Male,"(35, 45]",No,0,34.084747,-117.886844,0,1,Offer E,Yes,11.35,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,No,No,11.35,59.9,Churned
Female,"(65, 100]",Yes,0,34.598221,-117.79593,1,68,Offer A,Yes,21.33,Yes,Yes,Cable,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,No,No,1450.44,8302.09,Churned
Male,"(35, 45]",No,0,41.163637,-123.704841,0,8,Offer E,Yes,19.49,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,No,Yes,155.92,976.22,Churned
Female,"(18, 25]",Yes,0,33.752524,-118.210737,2+,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,No,Yes,1166.2,8228.7,Stayed
Male,"(55, 65]",Yes,1+,40.809636,-124.189977,2+,39,Offer C,Yes,17.29,Yes,Yes,Fiber Optic,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,3835.55,No,No,674.31,4509.86,Stayed
Female,"(35, 45]",No,0,40.854512,-123.450097,0,1,Offer E,Yes,17.37,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,No,No,17.37,87.47,Churned
Female,"(35, 45]",No,0,33.766476,-117.969795,0,3,Offer E,Yes,30.18,No,Yes,Fiber Optic,7.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,315.3,No,No,90.54,405.84,Churned
Male,"(45, 55]",Yes,0,40.181279,-120.392967,2+,60,Offer B,Yes,19.22,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,No,No,1153.2,7310.8,Stayed
Female,"(45, 55]",Yes,0,40.448632,-122.306657,1,5,Offer E,Yes,17.08,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,No,No,85.4,415.55,Churned
Male,"(65, 100]",No,0,32.85723,-117.209774,0,3,Offer E,Yes,9.22,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,No,No,27.66,261.36,Churned
Female,"(35, 45]",Yes,0,32.808814,-117.134694,0,55,Offer B,Yes,35.38,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,3462.1,Yes,Yes,1945.9,5513.47,Stayed
Male,"(35, 45]",No,0,35.303926,-120.256567,0,72,Offer A,No,25.584371102988605,Yes,Yes,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,No,No,0.0,4390.25,Stayed
Male,"(65, 100]",Yes,0,33.792791,-117.789749,2+,72,Offer A,Yes,5.27,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,No,Yes,379.44,5880.19,Stayed
Female,"(55, 65]",No,0,34.050198,-118.210946,0,41,Offer B,Yes,10.43,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,No,Yes,427.63,5001.08,Churned
Male,"(35, 45]",No,0,37.284265,-121.827673,0,60,Offer B,No,25.584371102988605,Yes,Yes,DSL,25.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,Yes,No,0.0,2386.04,Stayed
